brand_id,name,category_id,updated_at,is_active,store_id
43,Geamoore Body Wash Jmlone 100ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Collaberry Minuan Serbuk 55gr,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 15ml Blush Sunny,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 15ml Cotton Candy,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 15ml Flamingo Fame,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 15ml Greentelova,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 15ml Peach Cookies,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 15ml Vanillatte,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 5ml Blush Sunny,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 5ml Cotton Candy,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 5ml Flamingo Fame,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 5ml Greentelova,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 5ml Peach Cookies,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Addict 5ml Vanillatte,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Baby Backaratz 30ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Baby Backaratz 6ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Baby Sweet Powder 30ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Baby Sweet Powder 6ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Backaratz 30ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Backaratz 6ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Blackophie 30ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Blackophie 6ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Peachy Oh Baby 30ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Peachy Oh Baby 6ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Peony Joo Malone 30ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Peony Joo Malone 6ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum The Scandalous 30ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum The Scandalous 6ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Vanilla 30ml,1,2024-01-16 04:50:55,1,1
43,Geamoore Parfum Vanilla 6ml,1,2024-01-16 04:50:55,1,1
44,Girlpal Centella Asiatica Peeling Gel,1,2024-01-16 04:50:55,1,1
45,Glad2glow Blueberry Ceramide Low Ph Gel Cleanser ,1,2024-01-16 04:50:55,1,1
45,Glad2glow Blueberry Moist,1,2024-01-16 04:50:55,1,1
45,Glad2glow Centella 2% Ceramide Soothing Toner 40ml,1,2024-01-16 04:50:55,1,1
45,Glad2glow Centella Moisturizer 30gr,1,2024-01-16 04:50:55,1,1
45,Glad2glow Centella Moisturizer 55gr,1,2024-01-16 04:50:55,1,1
45,Glad2glow Jeju Tangerine Vita C Power Bright Glow Serum 17ml ,1,2024-01-16 04:50:55,1,1
45,Glad2glow Milk Amino Acids Gentle Cleanser 80g,1,2024-01-16 04:50:55,1,1
